Time,sepal-length,sepal-width,petal-length,petal-width
33,5.847556451930659,3.0926614087776683,4.207925661683373,1.6788316637589211
34,5.666834572696763,3.3694062658044155,1.5377274586144494,0.4163433607928235
35,5.378759072001613,3.261101898706283,1.6813118089990415,0.35955669707808424
36,5.410874506312803,3.4438411726007345,1.7903942030623288,0.5887590431018582
37,5.505426119101994,3.045784781737235,1.7470191157848185,0.15670308868161606
38,5.35324225579492,3.5033731811075466,1.189423734641145,0.2946253971198465
39,4.3073075131914305,4.1978732639487815,1.102736841421079,0.4270521422800322
40,6.4940739643602186,2.734873519792009,4.689156070517522,1.4039391996528203
41,6.309975985522472,2.066708549510702,3.9194502782030605,1.7797439859903448
42,4.574843545458466,3.5163549245574073,1.32056408576164,0.1240006255102998
43,4.653486883174569,3.486367842801203,1.3832277049254313,0.5553318608344338
44,7.730039642551846,2.790032826996619,5.2656623184928195,2.0853313735203356
45,7.08202592917139,3.42318897798173,4.701615883280424,1.4481767927351459
46,7.074033303504149,2.524811386422565,5.782765278062547,1.7498116037248226
47,5.271507583010731,3.013987257246754,1.7958096820342866,0.13028416522311922
48,4.8045129331126875,3.7254672086119047,1.5079780755310885,0.5265543526079132
49,5.1080440928247794,3.1876209478097746,1.6808431538945434,0.31734023326402006
50,5.889458657862568,2.7022517424165042,4.18368659856543,1.3572745307422305
51,6.3425736508707455,2.462049960669476,3.551075282734642,1.1568946600274517
52,6.390529089397951,3.2826851554675645,4.418906571933453,1.1716876449801226
53,6.144569466725997,2.8038858116090535,3.116042484165879,1.0177422076857336
54,7.318428933093612,2.9449437737781636,6.051020003867174,2.2563043945041716
55,4.5735524583622515,3.111511540190076,1.312400917575498,0.23845611395489644
56,7.803850891769738,3.4925847428403847,5.422854837341357,1.5929484297827314
57,5.428531997162034,2.8029524898137934,1.3040864023388705,0.1954247231329286
58,4.7415856811570425,3.1063088544964916,1.1741490290133856,0.3719389614765468
59,7.795122462733632,2.8563993319975802,6.037748045362649,2.2741205197242347
60,4.592658655391405,3.687418228809353,1.2936454296600748,0.15507953150968753
61,6.347480169680108,3.1666497210822246,3.6222085841081024,1.6450335698268317
62,5.959320818619913,2.497517063893899,3.5529807813126215,1.1716436937589838
63,5.14733308230147,4.051173370246721,1.0546396996643241,0.21601908490494479
64,5.259711887004816,2.472519831150701,1.0394322141944121,0.20260110860439498
65,7.25844613528745,3.4226923415557478,5.253971747468442,1.4578599733565412
66,7.256291365139546,2.3349391238628003,6.389269404579222,1.6540656126332505
67,7.632515901340131,2.8226928870160513,6.898093522379012,1.9267697954680947
68,5.804639998279015,2.6509822902976268,3.9826997962093813,1.6555232390158396
69,7.0748733555645025,3.2731261127746074,4.680476233893569,2.4200816852606852
70,7.453415355372563,3.1168614570460256,5.553964612438465,1.4951626202472525
71,6.848643852167662,2.646020137575777,4.070245372928844,1.1571947539922347
72,6.858865363378065,2.7549102960532093,3.5330922750597042,1.3464193873054122
73,5.660216197578298,3.4827540928656173,1.8093819274562382,0.5438419844910963
74,7.377625652815743,3.436184770919101,5.337868537790725,2.0940486027759104
75,4.41770896179576,2.7478313659145184,1.5002105589172356,0.42142664327068136
76,5.984027052979934,2.5044722001320947,3.076110075226219,1.2352951735335669
77,5.709886064331325,3.5963150517883866,1.145350358420132,0.32694057487505734
78,7.723700410508435,3.7298572948913247,5.551312734663602,1.478339647481679
79,5.497848185948531,3.695938328168538,1.8117407812494242,0.48224658977833823
80,4.769708852815408,3.2398575780394743,1.6319525598345437,0.42351836987635083
81,5.803330355666903,3.3656351118347514,3.790863792280595,1.189657671388893
82,6.106449767756415,3.3532206735592895,4.496526969205963,1.6502897989751277
83,4.577905469905627,2.8313384921089835,1.260602382116955,0.5546518516359761
84,5.74292034642639,2.7736485394827692,1.1201258297082806,0.4365443505214851
85,4.493426977072965,3.3848695098069252,1.874333929255855,0.1766222330251678
86,6.469377501571402,2.8145734870886825,5.006511025872886,1.1390012080952399
87,4.782459309627564,4.163549647264712,1.6117324024035322,0.5370931113299587
88,4.9617998555143235,3.347167996129666,1.5259966458729317,0.2763540914323782
89,5.70235814198357,3.702207138099544,1.0954508379096841,0.19934944809520352
90,7.564221213110967,3.617580801390816,4.5917536617671315,2.4848959378965834
91,5.695306040820103,4.311448035575653,1.4195361826827966,0.19849406545383078
92,6.186712674235509,2.8344958130385125,4.941511850599372,1.036812139038947
93,7.6204275786574875,3.6129688666589344,4.5872423670441185,1.4369960392802994
94,4.660338873040616,3.9820118805227587,1.285520268750519,0.36770971745754955
95,6.551548989923134,2.2513156427756935,4.275930962257472,1.6753662038740282
96,7.150917251701353,2.273434280873794,6.607550179713121,1.4322016441491658
97,6.519241352714852,3.293153148733347,4.907092854519071,1.7323904970361441
98,6.6082497909604,3.1238370816168866,4.419733182173941,1.72113143353746
99,6.3666364986106405,3.301423510901844,4.171114404611295,1.7161292879013588
100,4.949973369967459,3.4252699210470254,1.4345751635045598,0.5012862582776603
101,7.298091216979736,3.034536972241088,4.842632746006319,1.9607002996515974
102,4.896305019433542,3.3164869392823313,1.7871358691146,0.19631462425074844
103,7.710288422808501,2.455458148557277,4.79907705447326,2.2563942014589777
104,7.6804758865096545,3.284900755027929,5.488967461024477,1.8124898348559781
105,6.812449247380998,2.7310636658403173,4.528453939548468,1.429998614200636
106,6.550030269813707,2.485322215806211,3.8152806365190814,1.1178305287630799
107,4.429764373437728,2.4966927652434667,1.6577559175188408,0.29341795363336154
108,4.582433955507957,3.165806188857119,1.5506712644693703,0.23658104995775672
109,6.148854940675316,2.1864148746314376,4.103701000493183,1.4202650011527198
110,7.863430652394521,3.5478442612276195,4.782994026301476,1.6948189897521058
111,6.896878598808229,3.369385517417656,4.773442414196449,1.199641074510292
112,5.79861966791861,2.8454897180829866,1.7369479143336788,0.3342083329033092
113,7.537247854119254,3.7452827057298808,5.085001770084294,2.48930045767677
114,4.580463784112257,4.253264048529125,1.0336702927021246,0.5089319731456324
115,7.432382343430905,3.2687610138941157,4.816563915559094,1.561341947407503
116,5.458083533033049,3.373271691382884,1.2199812456413421,0.35414459026900136
117,4.47228203098791,2.489923655632714,1.4800608014033458,0.3284169658959515
118,7.50911881526646,3.4274298909830794,5.86951640357837,1.8005337991668007
119,4.7216207545563975,2.5440263268803576,1.0650862320376664,0.19288106190527862
120,6.632865407558318,3.293121055170442,4.90800554743682,1.168336201590808
121,5.367877963915193,2.976734067768227,1.0899261082686296,0.4205525279905651
122,6.285941682779324,3.3437578501286613,3.9288309104436983,1.1525360962600808
123,4.9951779678665815,3.4290650006570798,1.4205019736703688,0.30235389749380137
124,5.799671483720305,3.0213647172960743,1.1214696390119125,0.4479130820267515
125,5.959175536118457,2.2732485344776174,3.9409909161926504,1.4116634263560424
126,5.764214653258509,4.034599320954719,1.5379522393911995,0.3389717027583319
127,5.5160314007052795,2.814473781291555,1.3747819641871244,0.18301050424221968
128,7.3703803664206085,2.566901732090555,5.667717963630874,1.502818847312893
129,7.52663504635705,3.7689283316355082,6.522877551741019,2.4946444068395612
130,7.689916210755801,2.608459749198588,5.01361978336602,2.20037427982441
131,4.9629613722383095,4.334310529589417,1.2604710574228455,0.52353793858133
132,4.317956810996843,3.42951916220108,1.8135096124545669,0.19657915260625822
133,5.911950164625818,2.399555662505553,4.534151637307798,1.2804787881333675
134,4.397778836200783,2.829553868002369,1.00806830974235,0.21056905606341705
135,5.160319855380481,2.578221590239505,1.4560473448795943,0.3769280253002253
136,5.60451765181499,2.3768602657259423,1.4218373011165215,0.1599853371866524
137,6.91487113839265,2.3201932777807954,4.467229946496948,1.2301453310268329
138,5.140796162761144,4.138542823940467,1.1789765499916525,0.4373760059689382
139,7.43937190939633,2.3325614138075976,6.6690120631524605,1.4677382694030998
140,7.126697362923486,2.4099822509078797,5.013712796928097,2.210477262964564
141,6.247416454161687,2.7148209001671,3.229792031963129,1.1552167442480934
142,7.125339670723332,2.701000290207846,4.622869601200727,2.2648372922870355
143,5.05892290124458,4.1630279498875815,1.5980743093293035,0.11507510925675216
144,6.857387722801829,2.6486236462547086,3.685420108746664,1.2782229709489794
145,7.6910078507276864,2.409453581918421,5.252890266893412,1.5785465089479624
146,4.608410724647907,2.4245420618390456,1.8822312065477327,0.11530955780506183
147,5.451576622570068,3.2323902698722975,1.1841086688396434,0.49607321264977855
148,5.794360514598321,4.1788761460350505,1.8865771659716213,0.4561175632126533
149,4.522120479934169,2.6540564378566076,1.7065827767721073,0.5713473949517592
150,6.016418139486191,2.959565293055005,4.879573222481266,1.3968429385853305
151,5.356457211411849,4.210118835876526,1.7762137610922295,0.3113294560747609
152,5.211066495399422,3.724010910355757,1.0160373612507392,0.12875485432251707
153,4.981191035653417,2.349436690195772,1.8108859675385183,0.12884696917225028
154,5.321308782806366,2.468389072921229,1.016829169884248,0.23603063295718082
155,7.755654000096797,3.1023713736726535,6.573482817053309,2.4296415370410167
156,7.223590210627293,3.303517954311671,4.856937640115737,1.42632353832389
157,6.148095311614828,2.543279723999563,3.9649879615761066,1.1769389508284855
158,7.184754454922066,2.5057947009437322,6.544144742958123,1.8945754674937416
159,7.46979455545221,2.9011407843023154,5.091407325919211,2.231052483605824
160,6.087820554507628,2.881815946114215,4.515170861339106,1.1657995579739486
161,6.002314550275643,3.144378578101578,5.0638523597599825,1.3099777685325944
162,6.020903366433497,2.254781833984213,4.050493536102718,1.452773468747563
163,4.642942793122732,2.4819684041666448,1.3819417273082624,0.3135976732251857
164,6.209259548468298,2.594484328027084,3.706554626535886,1.1936300437383238
165,4.593497953202153,2.6688272000522693,1.057221555503323,0.47709593889145907
166,5.991595180098031,2.955731611911119,4.243024443821096,1.154700101887005
167,7.542052432992028,3.1711446776645777,5.802565980954911,1.8245357654112317
168,7.539911442795114,2.9669646781332544,6.839181477868827,2.2599899053493413
169,5.855164594837138,2.0355554284436166,4.567377451134622,1.222637274343785
170,6.168556342633458,2.374177828562816,3.5208170026390766,1.392466606589108
171,5.099604793042226,2.4594566122768433,1.7555075239020772,0.2080322084752508
172,5.3172190982766265,3.309869274317002,1.5001005784204793,0.46709281471476605
173,5.074285509795395,3.0943795574504325,1.4413356476010477,0.5773086501876823
174,6.612318896703886,2.1625381932165633,4.346376398151553,1.006420780528016
175,6.276231976081189,2.821303240402761,3.4456122245074967,1.0598112815385639
176,7.187542267513289,2.3348950955253374,4.681362782984859,2.4451781672438666
177,5.9333511176678835,3.203725451725397,3.243280706204868,1.1829486884237816
178,5.397080169425995,3.5133413688152615,1.7726386246860169,0.2608412939704311
179,7.652702431436181,3.2918502002209453,6.056695018236745,1.8803498295200867
180,4.922588202428477,2.343711904182315,1.3252522656216474,0.432797706090977
181,4.934548879958827,2.4030862972733096,1.290708691067723,0.3607312142560829
182,7.030343324848787,2.6756039357003094,4.878931578969945,2.1160175971043116
183,4.6642164483868145,4.251305918159766,1.5318809152457589,0.1067306473072139
184,5.455775102196028,3.435529038966308,1.50476648571681,0.183394083197034
185,6.1749998091353575,2.1398935712385287,4.969337667377896,1.7576102782144343
186,6.495037863505587,2.301520673759769,4.016937156494503,1.0548126731234577
187,4.8994312969817235,3.816536455841666,1.4147556955027025,0.568826057974414
188,4.804607133067798,3.563940883619995,1.2932610693246402,0.21461200646307207
189,7.205255691528972,2.6274848764856586,5.782070651897962,1.926568348337398
190,5.735961666578001,4.0863068717864035,1.4288644376142887,0.12326445027393954
191,4.68189625185577,4.293569838378186,1.872256311294835,0.5447571843954016
192,5.268666888397313,3.990394803073621,1.0678864296735306,0.40480104373295644
193,5.738697052211455,3.0425785617355543,1.172471454565224,0.4608282035027791
194,6.30644824576462,2.1281565848065696,3.3912816028981045,1.3006131397442287
195,6.084284047288661,2.319819219681042,4.062908727104604,1.4129391725825076
196,7.19590256019803,2.687027304189926,6.036078535193847,1.515152175616072
197,6.366736270271515,3.313718449191918,3.0967976043972962,1.24683057805931
198,7.055450490319526,2.710649436639988,5.237857539493976,2.4248880258112893
199,4.33540551300701,3.2811868239333,1.500962507946535,0.3370158724665484
200,7.547931959389629,2.8464643988316123,4.565352485236976,1.936634668462704
201,6.279789720918601,2.6614316254101684,3.5627002268484906,1.737803087324279
202,7.4707918434791125,2.8159667800115504,5.7916757685106575,2.0447017050488308
203,6.767993637674623,2.7154987627799776,3.391823866001205,1.2937759270814142
204,4.931886000165614,4.038885892778248,1.0671695665868262,0.15243659133754425
205,4.5541578336126225,2.6176434061003886,1.0072196568523901,0.5533417744929586
206,4.786313533507897,2.3002614515083466,1.8144827044845648,0.29472728117282254
207,5.1714856619092995,2.852840561876777,1.2881644324852481,0.17710087506370106
208,7.474558823291036,2.9463540488371653,5.9981895800895675,1.6685274971952413
209,4.512683267991585,2.9332201571802448,1.208996257936233,0.23201609055030367
210,6.280056405239347,2.04519888185054,4.535142605139943,1.3402424317487054
211,5.2822105635478795,2.5850821007586844,1.0141030944734422,0.5538247371348709
212,4.525693322142487,2.4797801388820684,1.7777924440901922,0.33165865179106824
213,7.561412252573277,3.2051598933591805,6.293236067830054,2.4766391000388297
214,6.51813829682448,3.3599037051143315,3.3504256672559705,1.0098643691800904
215,7.715246134309768,2.5003006554907117,5.927700488403093,2.4676588105015735
216,5.7914739759104235,3.3830136105224424,1.1745383673878633,0.4689912556774841
217,4.721960923236773,3.195822193315261,1.3089704542810567,0.4762709410648409
218,5.848295695887341,3.1819260693184654,4.531487823026555,1.35721235297641
219,4.440435288231498,3.897751127826285,1.3766178739076826,0.4256045931089708
220,7.005951029550337,3.158649957173081,6.674499070927957,2.3340118945624972
221,5.173187079147001,2.8436622913653338,1.0411971709823689,0.23566832838753485
222,5.646176119906136,4.367867083287084,1.865925455514125,0.16196334846857777
223,7.08092864145296,3.672167118579502,4.718716782874375,1.5480977859780705
224,5.850016098372182,2.4449067067422723,3.725827733719354,1.2095028445474716
225,4.404852476147464,3.813568791646816,1.5976030093779943,0.17780198322405147
226,6.659491165474959,3.0832041621940673,3.975109477661301,1.596568731422484
227,5.567579326009295,3.816278927395048,1.2140868460043408,0.5248186664897142
228,5.18072368470008,3.801397272247801,1.6332347123447324,0.17362764839881342
229,7.220694192709679,3.2362163454022763,5.265992412115704,2.4833290168123803
230,7.216407230322696,3.760179225522395,6.663212399292627,2.3408915924562073
231,5.847124496674615,3.02732813030298,3.4475969901631633,1.0428586415064725
232,6.367378366273668,3.28477843491792,3.3451923126438214,1.5244459943065896
233,6.07414877423132,2.363238674600849,3.3768311735269623,1.0974310467772415
234,5.236342659001092,3.326387727776991,1.4678399972731118,0.21504140155840054
235,7.149966616087275,2.2693413143219425,5.662706260015496,1.4152130620367116
236,4.821383016991632,3.3236540891058723,1.7410921327071056,0.244274647288753
237,5.214415967231102,2.8610122087700054,1.6001091122030373,0.10764668598903823
238,7.277734372287734,3.035405177017059,6.616026561028584,1.4265332583204557
239,4.812309957402944,2.304623225802696,1.2685591914765189,0.22535959903458955
240,7.057394081239858,2.711495189310372,5.277204077830245,1.8928051380642903
241,6.258832680255299,3.3940489136416403,3.534011262990878,1.5018436838367646
242,5.743371605433527,2.8785582012660234,1.768775368954451,0.39075484907762725
243,5.183010266479091,3.637629428013379,1.5717943779535235,0.17109449966384002
244,7.172818183357117,3.4170793462712963,5.0150048124905355,2.0081826931324187
245,5.081408040362244,3.081104370879363,1.0765303688743364,0.4675182781477193
246,5.849202023096131,3.0559769217928934,3.8961407606917144,1.2633606573311202
247,4.492973088661835,3.685427811479599,1.141330582025865,0.5728557230573913
248,7.056977725423542,2.5238797548992506,5.519802265767398,1.523693738179703
249,4.862396444640085,3.37065882213811,1.0808540490771792,0.33009338995381743
250,6.3595825035781,2.8148786015322527,3.8275234082140366,1.173864373206912
